run_accession	study_accession	first_public
SRR6515920	PRJNA431809	2018-07-03
SRR6515921	PRJNA431809	2018-07-03
SRR6515922	PRJNA431809	2018-07-03
SRR7526025	PRJNA481334	2018-07-17
SRR7526032	PRJNA481334	2018-07-17
SRR7526033	PRJNA481334	2018-07-17
SRR7526034	PRJNA481334	2018-07-17
SRR7526036	PRJNA481334	2018-07-17
SRR7526019	PRJNA481334	2018-07-17
SRR7526020	PRJNA481334	2018-07-17
SRR7526021	PRJNA481334	2018-07-17
SRR7526028	PRJNA481334	2018-07-17
SRR7526031	PRJNA481334	2018-07-17
SRR7526035	PRJNA481334	2018-07-17
SRR7526022	PRJNA481334	2018-07-17
SRR7526023	PRJNA481334	2018-07-17
SRR7526024	PRJNA481334	2018-07-17
SRR7526026	PRJNA481334	2018-07-17
SRR7526027	PRJNA481334	2018-07-17
SRR7526029	PRJNA481334	2018-07-17
SRR7526030	PRJNA481334	2018-07-17
SRR6916887	PRJNA448014	2018-07-20
SRR6916888	PRJNA448014	2018-07-20
SRR6916889	PRJNA448014	2018-07-20
SRR6916891	PRJNA448014	2018-07-20
SRR6916898	PRJNA448014	2018-07-20
SRR6916900	PRJNA448014	2018-07-20
SRR6916901	PRJNA448014	2018-07-20
SRR6916905	PRJNA448014	2018-07-20
SRR6916907	PRJNA448014	2018-07-20
SRR6916908	PRJNA448014	2018-07-20
SRR6916909	PRJNA448014	2018-07-20
SRR6916913	PRJNA448014	2018-07-20
SRR6916920	PRJNA448014	2018-07-20
SRR6916921	PRJNA448014	2018-07-20
SRR6916924	PRJNA448014	2018-07-20
SRR6916925	PRJNA448014	2018-07-20
SRR6916927	PRJNA448014	2018-07-20
SRR6916928	PRJNA448014	2018-07-20
SRR6916929	PRJNA448014	2018-07-20
SRR6916935	PRJNA448014	2018-07-20
SRR6916936	PRJNA448014	2018-07-20
SRR6916941	PRJNA448014	2018-07-20
SRR6916942	PRJNA448014	2018-07-20
SRR6916946	PRJNA448014	2018-07-20
SRR6916953	PRJNA448014	2018-07-20
SRR6916955	PRJNA448014	2018-07-20
SRR6916957	PRJNA448014	2018-07-20
SRR6916958	PRJNA448014	2018-07-20
SRR6916959	PRJNA448014	2018-07-20
SRR6916962	PRJNA448014	2018-07-20
SRR6916964	PRJNA448014	2018-07-20
SRR6916890	PRJNA448014	2018-07-20
SRR6916893	PRJNA448014	2018-07-20
SRR6916897	PRJNA448014	2018-07-20
SRR6916899	PRJNA448014	2018-07-20
SRR6916902	PRJNA448014	2018-07-20
SRR6916903	PRJNA448014	2018-07-20
SRR6916904	PRJNA448014	2018-07-20
SRR6916906	PRJNA448014	2018-07-20
SRR6916910	PRJNA448014	2018-07-20
SRR6916912	PRJNA448014	2018-07-20
SRR6916917	PRJNA448014	2018-07-20
SRR6916922	PRJNA448014	2018-07-20
SRR6916926	PRJNA448014	2018-07-20
SRR6916932	PRJNA448014	2018-07-20
SRR6916937	PRJNA448014	2018-07-20
SRR6916938	PRJNA448014	2018-07-20
SRR6916939	PRJNA448014	2018-07-20
SRR6916940	PRJNA448014	2018-07-20
SRR6916943	PRJNA448014	2018-07-20
SRR6916944	PRJNA448014	2018-07-20
SRR6916947	PRJNA448014	2018-07-20
SRR6916948	PRJNA448014	2018-07-20
SRR6916950	PRJNA448014	2018-07-20
SRR6916951	PRJNA448014	2018-07-20
SRR6916956	PRJNA448014	2018-07-20
SRR6916961	PRJNA448014	2018-07-20
SRR6916963	PRJNA448014	2018-07-20
SRR6916965	PRJNA448014	2018-07-20
SRR6916886	PRJNA448014	2018-07-20
SRR6916892	PRJNA448014	2018-07-20
SRR6916894	PRJNA448014	2018-07-20
SRR6916895	PRJNA448014	2018-07-20
SRR6916896	PRJNA448014	2018-07-20
SRR6916911	PRJNA448014	2018-07-20
SRR6916914	PRJNA448014	2018-07-20
SRR6916915	PRJNA448014	2018-07-20
SRR6916916	PRJNA448014	2018-07-20
SRR6916918	PRJNA448014	2018-07-20
SRR6916919	PRJNA448014	2018-07-20
SRR6916923	PRJNA448014	2018-07-20
SRR6916930	PRJNA448014	2018-07-20
SRR6916931	PRJNA448014	2018-07-20
SRR6916933	PRJNA448014	2018-07-20
SRR6916934	PRJNA448014	2018-07-20
SRR6916945	PRJNA448014	2018-07-20
SRR6916949	PRJNA448014	2018-07-20
SRR6916952	PRJNA448014	2018-07-20
SRR6916954	PRJNA448014	2018-07-20
SRR6916960	PRJNA448014	2018-07-20
SRR7538031	PRJNA421623	2018-07-25
SRR7538036	PRJNA421623	2018-07-25
SRR7538040	PRJNA421623	2018-07-25
SRR7538043	PRJNA421623	2018-07-25
SRR7538044	PRJNA421623	2018-07-25
SRR7538049	PRJNA421623	2018-07-25
SRR7538058	PRJNA421623	2018-07-25
SRR7538060	PRJNA421623	2018-07-25
SRR7538062	PRJNA421623	2018-07-25
SRR7538064	PRJNA421623	2018-07-25
SRR7538065	PRJNA421623	2018-07-25
SRR7538068	PRJNA421623	2018-07-25
SRR7538078	PRJNA421623	2018-07-25
SRR7538084	PRJNA421623	2018-07-25
SRR7538085	PRJNA421623	2018-07-25
SRR7538088	PRJNA421623	2018-07-25
SRR7538089	PRJNA421623	2018-07-25
SRR7538094	PRJNA421623	2018-07-25
SRR7538097	PRJNA421623	2018-07-25
SRR7538098	PRJNA421623	2018-07-25
SRR7538105	PRJNA421623	2018-07-25
SRR7538110	PRJNA421623	2018-07-25
SRR7538112	PRJNA421623	2018-07-25
SRR7538114	PRJNA421623	2018-07-25
SRR7538116	PRJNA421623	2018-07-25
SRR7538117	PRJNA421623	2018-07-25
SRR7538119	PRJNA421623	2018-07-25
SRR7538124	PRJNA421623	2018-07-25
SRR7538125	PRJNA421623	2018-07-25
SRR7538126	PRJNA421623	2018-07-25
SRR7538133	PRJNA421623	2018-07-25
SRR7538029	PRJNA421623	2018-07-25
SRR7538041	PRJNA421623	2018-07-25
SRR7538042	PRJNA421623	2018-07-25
SRR7538047	PRJNA421623	2018-07-25
SRR7538048	PRJNA421623	2018-07-25
SRR7538051	PRJNA421623	2018-07-25
SRR7538052	PRJNA421623	2018-07-25
SRR7538053	PRJNA421623	2018-07-25
SRR7538054	PRJNA421623	2018-07-25
SRR7538056	PRJNA421623	2018-07-25
SRR7538061	PRJNA421623	2018-07-25
SRR7538066	PRJNA421623	2018-07-25
SRR7538069	PRJNA421623	2018-07-25
SRR7538070	PRJNA421623	2018-07-25
SRR7538071	PRJNA421623	2018-07-25
SRR7538074	PRJNA421623	2018-07-25
SRR7538076	PRJNA421623	2018-07-25
SRR7538080	PRJNA421623	2018-07-25
SRR7538081	PRJNA421623	2018-07-25
SRR7538086	PRJNA421623	2018-07-25
SRR7538087	PRJNA421623	2018-07-25
SRR7538090	PRJNA421623	2018-07-25
SRR7538091	PRJNA421623	2018-07-25
SRR7538092	PRJNA421623	2018-07-25
SRR7538095	PRJNA421623	2018-07-25
SRR7538096	PRJNA421623	2018-07-25
SRR7538101	PRJNA421623	2018-07-25
SRR7538103	PRJNA421623	2018-07-25
SRR7538104	PRJNA421623	2018-07-25
SRR7538109	PRJNA421623	2018-07-25
SRR7538115	PRJNA421623	2018-07-25
SRR7538122	PRJNA421623	2018-07-25
SRR7538123	PRJNA421623	2018-07-25
SRR7538129	PRJNA421623	2018-07-25
SRR7538131	PRJNA421623	2018-07-25
SRR7538030	PRJNA421623	2018-07-25
SRR7538032	PRJNA421623	2018-07-25
SRR7538033	PRJNA421623	2018-07-25
SRR7538034	PRJNA421623	2018-07-25
SRR7538035	PRJNA421623	2018-07-25
SRR7538037	PRJNA421623	2018-07-25
SRR7538038	PRJNA421623	2018-07-25
SRR7538039	PRJNA421623	2018-07-25
SRR7538045	PRJNA421623	2018-07-25
SRR7538046	PRJNA421623	2018-07-25
SRR7538055	PRJNA421623	2018-07-25
SRR7538057	PRJNA421623	2018-07-25
SRR7538059	PRJNA421623	2018-07-25
SRR7538063	PRJNA421623	2018-07-25
SRR7538067	PRJNA421623	2018-07-25
SRR7538072	PRJNA421623	2018-07-25
SRR7538073	PRJNA421623	2018-07-25
SRR7538075	PRJNA421623	2018-07-25
SRR7538077	PRJNA421623	2018-07-25
SRR7538079	PRJNA421623	2018-07-25
SRR7538082	PRJNA421623	2018-07-25
SRR7538083	PRJNA421623	2018-07-25
SRR7538093	PRJNA421623	2018-07-25
SRR7538099	PRJNA421623	2018-07-25
SRR7538100	PRJNA421623	2018-07-25
SRR7538102	PRJNA421623	2018-07-25
SRR7538106	PRJNA421623	2018-07-25
SRR7538107	PRJNA421623	2018-07-25
SRR7538108	PRJNA421623	2018-07-25
SRR7538111	PRJNA421623	2018-07-25
SRR7538113	PRJNA421623	2018-07-25
SRR7538118	PRJNA421623	2018-07-25
SRR7538120	PRJNA421623	2018-07-25
SRR7538121	PRJNA421623	2018-07-25
SRR7538127	PRJNA421623	2018-07-25
SRR7538128	PRJNA421623	2018-07-25
SRR7538130	PRJNA421623	2018-07-25
SRR7538132	PRJNA421623	2018-07-25
SRR7538134	PRJNA421623	2018-07-25
SRR5944728	PRJNA399101	2018-08-20
SRR5944731	PRJNA399101	2018-08-20
SRR5944732	PRJNA399101	2018-08-20
SRR5944737	PRJNA399101	2018-08-20
SRR5944738	PRJNA399101	2018-08-20
SRR5944739	PRJNA399101	2018-08-20
SRR5944743	PRJNA399101	2018-08-20
SRR5944744	PRJNA399101	2018-08-20
SRR5944745	PRJNA399101	2018-08-20
SRR5944729	PRJNA399101	2018-08-20
SRR5944734	PRJNA399101	2018-08-20
SRR5944736	PRJNA399101	2018-08-20
SRR5944740	PRJNA399101	2018-08-20
SRR5944730	PRJNA399101	2018-08-20
SRR5944733	PRJNA399101	2018-08-20
SRR5944735	PRJNA399101	2018-08-20
SRR5944741	PRJNA399101	2018-08-20
SRR5944742	PRJNA399101	2018-08-20
SRR7344544	PRJNA476140	2018-08-21
SRR7344552	PRJNA476140	2018-08-21
SRR7344559	PRJNA476140	2018-08-21
SRR7344561	PRJNA476140	2018-08-21
SRR7344562	PRJNA476140	2018-08-21
SRR7344564	PRJNA476140	2018-08-21
SRR7344566	PRJNA476140	2018-08-21
SRR7344569	PRJNA476140	2018-08-21
SRR7344571	PRJNA476140	2018-08-21
SRR7344572	PRJNA476140	2018-08-21
SRR7344573	PRJNA476140	2018-08-21
SRR7344575	PRJNA476140	2018-08-21
SRR7344579	PRJNA476140	2018-08-21
SRR7344545	PRJNA476140	2018-08-21
SRR7344547	PRJNA476140	2018-08-21
SRR7344548	PRJNA476140	2018-08-21
SRR7344549	PRJNA476140	2018-08-21
SRR7344550	PRJNA476140	2018-08-21
SRR7344553	PRJNA476140	2018-08-21
SRR7344556	PRJNA476140	2018-08-21
SRR7344563	PRJNA476140	2018-08-21
SRR7344567	PRJNA476140	2018-08-21
SRR7344568	PRJNA476140	2018-08-21
SRR7344577	PRJNA476140	2018-08-21
SRR7344578	PRJNA476140	2018-08-21
SRR7344546	PRJNA476140	2018-08-21
SRR7344551	PRJNA476140	2018-08-21
SRR7344554	PRJNA476140	2018-08-21
SRR7344555	PRJNA476140	2018-08-21
SRR7344557	PRJNA476140	2018-08-21
SRR7344558	PRJNA476140	2018-08-21
SRR7344560	PRJNA476140	2018-08-21
SRR7344565	PRJNA476140	2018-08-21
SRR7344570	PRJNA476140	2018-08-21
SRR7344574	PRJNA476140	2018-08-21
SRR7344576	PRJNA476140	2018-08-21
SRR7344580	PRJNA476140	2018-08-21
SRR6151415	PRJNA413744	2018-10-11
SRR6151416	PRJNA413744	2018-10-11
SRR6151421	PRJNA413744	2018-10-11
SRR6151423	PRJNA413744	2018-10-11
SRR6151426	PRJNA413744	2018-10-11
SRR6151427	PRJNA413744	2018-10-11
SRR6151428	PRJNA413744	2018-10-11
SRR6151430	PRJNA413744	2018-10-11
SRR6151431	PRJNA413744	2018-10-11
SRR6151437	PRJNA413744	2018-10-11
SRR6151443	PRJNA413744	2018-10-11
SRR6151446	PRJNA413744	2018-10-11
SRR6151448	PRJNA413744	2018-10-11
SRR6151451	PRJNA413744	2018-10-11
SRR6151453	PRJNA413744	2018-10-11
SRR6151454	PRJNA413744	2018-10-11
SRR6151455	PRJNA413744	2018-10-11
SRR6151456	PRJNA413744	2018-10-11
SRR6151457	PRJNA413744	2018-10-11
SRR6151458	PRJNA413744	2018-10-11
SRR6151459	PRJNA413744	2018-10-11
SRR6151461	PRJNA413744	2018-10-11
SRR6151465	PRJNA413744	2018-10-11
SRR6151466	PRJNA413744	2018-10-11
SRR6151468	PRJNA413744	2018-10-11
SRR6151470	PRJNA413744	2018-10-11
SRR6151471	PRJNA413744	2018-10-11
SRR6151481	PRJNA413744	2018-10-11
SRR6151484	PRJNA413744	2018-10-11
SRR6151489	PRJNA413744	2018-10-11
SRR6151492	PRJNA413744	2018-10-11
SRR6151496	PRJNA413744	2018-10-11
SRR6151497	PRJNA413744	2018-10-11
SRR6151498	PRJNA413744	2018-10-11
SRR6151505	PRJNA413744	2018-10-11
SRR6151507	PRJNA413744	2018-10-11
SRR6151508	PRJNA413744	2018-10-11
SRR6151512	PRJNA413744	2018-10-11
SRR6151516	PRJNA413744	2018-10-11
SRR6151517	PRJNA413744	2018-10-11
SRR6151520	PRJNA413744	2018-10-11
SRR6151522	PRJNA413744	2018-10-11
SRR6151525	PRJNA413744	2018-10-11
SRR6151527	PRJNA413744	2018-10-11
SRR6151528	PRJNA413744	2018-10-11
SRR6151529	PRJNA413744	2018-10-11
SRR6151532	PRJNA413744	2018-10-11
SRR6151533	PRJNA413744	2018-10-11
SRR6151534	PRJNA413744	2018-10-11
SRR6151541	PRJNA413744	2018-10-11
SRR6151543	PRJNA413744	2018-10-11
SRR6151414	PRJNA413744	2018-10-11
SRR6151417	PRJNA413744	2018-10-11
SRR6151419	PRJNA413744	2018-10-11
SRR6151420	PRJNA413744	2018-10-11
SRR6151422	PRJNA413744	2018-10-11
SRR6151429	PRJNA413744	2018-10-11
SRR6151433	PRJNA413744	2018-10-11
SRR6151434	PRJNA413744	2018-10-11
SRR6151436	PRJNA413744	2018-10-11
SRR6151440	PRJNA413744	2018-10-11
SRR6151441	PRJNA413744	2018-10-11
SRR6151449	PRJNA413744	2018-10-11
SRR6151450	PRJNA413744	2018-10-11
SRR6151452	PRJNA413744	2018-10-11
SRR6151460	PRJNA413744	2018-10-11
SRR6151462	PRJNA413744	2018-10-11
SRR6151463	PRJNA413744	2018-10-11
SRR6151467	PRJNA413744	2018-10-11
SRR6151469	PRJNA413744	2018-10-11
SRR6151472	PRJNA413744	2018-10-11
SRR6151473	PRJNA413744	2018-10-11
SRR6151475	PRJNA413744	2018-10-11
SRR6151477	PRJNA413744	2018-10-11
SRR6151482	PRJNA413744	2018-10-11
SRR6151483	PRJNA413744	2018-10-11
SRR6151485	PRJNA413744	2018-10-11
SRR6151486	PRJNA413744	2018-10-11
SRR6151487	PRJNA413744	2018-10-11
SRR6151490	PRJNA413744	2018-10-11
SRR6151493	PRJNA413744	2018-10-11
SRR6151494	PRJNA413744	2018-10-11
SRR6151506	PRJNA413744	2018-10-11
SRR6151509	PRJNA413744	2018-10-11
SRR6151511	PRJNA413744	2018-10-11
SRR6151513	PRJNA413744	2018-10-11
SRR6151514	PRJNA413744	2018-10-11
SRR6151515	PRJNA413744	2018-10-11
SRR6151536	PRJNA413744	2018-10-11
SRR6151542	PRJNA413744	2018-10-11
SRR6151418	PRJNA413744	2018-10-11
SRR6151424	PRJNA413744	2018-10-11
SRR6151425	PRJNA413744	2018-10-11
SRR6151432	PRJNA413744	2018-10-11
SRR6151435	PRJNA413744	2018-10-11
SRR6151438	PRJNA413744	2018-10-11
SRR6151439	PRJNA413744	2018-10-11
SRR6151442	PRJNA413744	2018-10-11
SRR6151444	PRJNA413744	2018-10-11
SRR6151445	PRJNA413744	2018-10-11
SRR6151447	PRJNA413744	2018-10-11
SRR6151464	PRJNA413744	2018-10-11
SRR6151474	PRJNA413744	2018-10-11
SRR6151476	PRJNA413744	2018-10-11
SRR6151478	PRJNA413744	2018-10-11
SRR6151479	PRJNA413744	2018-10-11
SRR6151480	PRJNA413744	2018-10-11
SRR6151488	PRJNA413744	2018-10-11
SRR6151491	PRJNA413744	2018-10-11
SRR6151495	PRJNA413744	2018-10-11
SRR6151499	PRJNA413744	2018-10-11
SRR6151500	PRJNA413744	2018-10-11
SRR6151501	PRJNA413744	2018-10-11
SRR6151502	PRJNA413744	2018-10-11
SRR6151503	PRJNA413744	2018-10-11
SRR6151504	PRJNA413744	2018-10-11
SRR6151510	PRJNA413744	2018-10-11
SRR6151518	PRJNA413744	2018-10-11
SRR6151519	PRJNA413744	2018-10-11
SRR6151521	PRJNA413744	2018-10-11
SRR6151523	PRJNA413744	2018-10-11
SRR6151524	PRJNA413744	2018-10-11
SRR6151526	PRJNA413744	2018-10-11
SRR6151530	PRJNA413744	2018-10-11
SRR6151531	PRJNA413744	2018-10-11
SRR6151535	PRJNA413744	2018-10-11
SRR6151537	PRJNA413744	2018-10-11
SRR6151538	PRJNA413744	2018-10-11
SRR6151539	PRJNA413744	2018-10-11
SRR6151540	PRJNA413744	2018-10-11
SRR6151544	PRJNA413744	2018-10-11
SRR6151545	PRJNA413744	2018-10-11
SRR8142720	PRJNA503257	2018-11-10
SRR8142723	PRJNA503257	2018-11-10
SRR8142729	PRJNA503257	2018-11-10
SRR8142731	PRJNA503257	2018-11-10
SRR8142740	PRJNA503257	2018-11-10
SRR8142743	PRJNA503257	2018-11-10
SRR8142719	PRJNA503257	2018-11-10
SRR8142722	PRJNA503257	2018-11-10
SRR8142725	PRJNA503257	2018-11-10
SRR8142726	PRJNA503257	2018-11-10
SRR8142732	PRJNA503257	2018-11-10
SRR8142735	PRJNA503257	2018-11-10
SRR8142728	PRJNA503257	2018-11-10
SRR8142734	PRJNA503257	2018-11-10
SRR8142737	PRJNA503257	2018-11-10
SRR8142738	PRJNA503257	2018-11-10
SRR8142741	PRJNA503257	2018-11-10
SRR8142744	PRJNA503257	2018-11-10
SRR6163777	PRJNA414069	2018-12-07
SRR6163780	PRJNA414069	2018-12-07
SRR6163788	PRJNA414069	2018-12-07
SRR6163790	PRJNA414069	2018-12-07
SRR6163793	PRJNA414069	2018-12-07
SRR6163794	PRJNA414069	2018-12-07
SRR6163779	PRJNA414069	2018-12-07
SRR6163782	PRJNA414069	2018-12-07
SRR6163789	PRJNA414069	2018-12-07
SRR6163797	PRJNA414069	2018-12-07
SRR6163798	PRJNA414069	2018-12-07
SRR6163778	PRJNA414069	2018-12-07
SRR6163787	PRJNA414069	2018-12-07
SRR6163799	PRJNA414069	2018-12-07
SRR6163800	PRJNA414069	2018-12-07
SRR7523572	PRJNA481166	2018-12-07
SRR7523573	PRJNA481166	2018-12-07
SRR7523576	PRJNA481166	2018-12-07
SRR7523577	PRJNA481166	2018-12-07
SRR7523581	PRJNA481166	2018-12-07
SRR7523582	PRJNA481166	2018-12-07
SRR7523583	PRJNA481166	2018-12-07
SRR7523585	PRJNA481166	2018-12-07
SRR7523586	PRJNA481166	2018-12-07
SRR7523592	PRJNA481166	2018-12-07
SRR7523593	PRJNA481166	2018-12-07
SRR7523595	PRJNA481166	2018-12-07
SRR7523597	PRJNA481166	2018-12-07
SRR7523600	PRJNA481166	2018-12-07
SRR7523579	PRJNA481166	2018-12-07
SRR7523587	PRJNA481166	2018-12-07
SRR7523590	PRJNA481166	2018-12-07
SRR7523598	PRJNA481166	2018-12-07
SRR7523574	PRJNA481166	2018-12-07
SRR7523575	PRJNA481166	2018-12-07
SRR7523578	PRJNA481166	2018-12-07
SRR7523580	PRJNA481166	2018-12-07
SRR7523584	PRJNA481166	2018-12-07
SRR7523588	PRJNA481166	2018-12-07
SRR7523589	PRJNA481166	2018-12-07
SRR7523591	PRJNA481166	2018-12-07
SRR7523594	PRJNA481166	2018-12-07
SRR7523596	PRJNA481166	2018-12-07
SRR7523599	PRJNA481166	2018-12-07
SRR7898308	PRJNA492994	2018-12-07
SRR7898311	PRJNA492994	2018-12-07
SRR7898310	PRJNA492994	2018-12-07
SRR7898312	PRJNA492994	2018-12-07
SRR7898304	PRJNA492994	2018-12-07
SRR7898305	PRJNA492994	2018-12-07
SRR7898306	PRJNA492994	2018-12-07
SRR7898307	PRJNA492994	2018-12-07
SRR7898309	PRJNA492994	2018-12-07
SRR7898313	PRJNA492994	2018-12-07
SRR7898314	PRJNA492994	2018-12-07
SRR7357204	PRJNA476556	2019-01-02
SRR7357205	PRJNA476556	2019-01-02
SRR7357207	PRJNA476556	2019-01-02
SRR7357208	PRJNA476556	2019-01-02
SRR7357203	PRJNA476556	2019-01-02
SRR7357206	PRJNA476556	2019-01-02
SRR7357209	PRJNA476556	2019-01-02
SRR7357210	PRJNA476556	2019-01-02
SRR6497318	PRJNA430713	2019-01-04
SRR6497320	PRJNA430713	2019-01-04
SRR6497321	PRJNA430713	2019-01-04
SRR6497322	PRJNA430713	2019-01-04
SRR6497323	PRJNA430713	2019-01-04
SRR6497325	PRJNA430713	2019-01-04
SRR6497328	PRJNA430713	2019-01-04
SRR6497317	PRJNA430713	2019-01-04
SRR6497319	PRJNA430713	2019-01-04
SRR6497324	PRJNA430713	2019-01-04
SRR6497326	PRJNA430713	2019-01-04
SRR6497327	PRJNA430713	2019-01-04
SRR7664719	PRJNA373896	2019-01-11
SRR7664724	PRJNA373896	2019-01-11
SRR7664726	PRJNA373896	2019-01-11
SRR7664727	PRJNA373896	2019-01-11
SRR7664729	PRJNA373896	2019-01-11
SRR7664730	PRJNA373896	2019-01-11
SRR7664732	PRJNA373896	2019-01-11
SRR7664738	PRJNA373896	2019-01-11
SRR7664739	PRJNA373896	2019-01-11
SRR7664744	PRJNA373896	2019-01-11
SRR7664747	PRJNA373896	2019-01-11
SRR7664751	PRJNA373896	2019-01-11
SRR7664722	PRJNA373896	2019-01-11
SRR7664725	PRJNA373896	2019-01-11
SRR7664728	PRJNA373896	2019-01-11
SRR7664731	PRJNA373896	2019-01-11
SRR7664733	PRJNA373896	2019-01-11
SRR7664734	PRJNA373896	2019-01-11
SRR7664742	PRJNA373896	2019-01-11
SRR7664743	PRJNA373896	2019-01-11
SRR7664745	PRJNA373896	2019-01-11
SRR7664748	PRJNA373896	2019-01-11
SRR7664750	PRJNA373896	2019-01-11
SRR7664717	PRJNA373896	2019-01-11
SRR7664718	PRJNA373896	2019-01-11
SRR7664720	PRJNA373896	2019-01-11
SRR7664721	PRJNA373896	2019-01-11
SRR7664723	PRJNA373896	2019-01-11
SRR7664735	PRJNA373896	2019-01-11
SRR7664736	PRJNA373896	2019-01-11
SRR7664737	PRJNA373896	2019-01-11
SRR7664740	PRJNA373896	2019-01-11
SRR7664741	PRJNA373896	2019-01-11
SRR7664746	PRJNA373896	2019-01-11
SRR7664749	PRJNA373896	2019-01-11
SRR7664752	PRJNA373896	2019-01-11
ERR2208890	PRJEB23709	2019-02-13
ERR2208894	PRJEB23709	2019-02-13
ERR2208895	PRJEB23709	2019-02-13
ERR2208901	PRJEB23709	2019-02-13
ERR2208909	PRJEB23709	2019-02-13
ERR2208910	PRJEB23709	2019-02-13
ERR2208911	PRJEB23709	2019-02-13
ERR2208930	PRJEB23709	2019-02-13
ERR2208936	PRJEB23709	2019-02-13
ERR2208939	PRJEB23709	2019-02-13
ERR2208940	PRJEB23709	2019-02-13
ERR2208942	PRJEB23709	2019-02-13
ERR2208943	PRJEB23709	2019-02-13
ERR2208946	PRJEB23709	2019-02-13
ERR2208947	PRJEB23709	2019-02-13
ERR2208949	PRJEB23709	2019-02-13
ERR2208958	PRJEB23709	2019-02-13
ERR2208961	PRJEB23709	2019-02-13
ERR2208969	PRJEB23709	2019-02-13
ERR2208972	PRJEB23709	2019-02-13
ERR2208974	PRJEB23709	2019-02-13
ERR2208888	PRJEB23709	2019-02-13
ERR2208889	PRJEB23709	2019-02-13
ERR2208891	PRJEB23709	2019-02-13
ERR2208892	PRJEB23709	2019-02-13
ERR2208897	PRJEB23709	2019-02-13
ERR2208899	PRJEB23709	2019-02-13
ERR2208902	PRJEB23709	2019-02-13
ERR2208904	PRJEB23709	2019-02-13
ERR2208905	PRJEB23709	2019-02-13
ERR2208907	PRJEB23709	2019-02-13
ERR2208912	PRJEB23709	2019-02-13
ERR2208913	PRJEB23709	2019-02-13
ERR2208915	PRJEB23709	2019-02-13
ERR2208918	PRJEB23709	2019-02-13
ERR2208919	PRJEB23709	2019-02-13
ERR2208921	PRJEB23709	2019-02-13
ERR2208922	PRJEB23709	2019-02-13
ERR2208923	PRJEB23709	2019-02-13
ERR2208927	PRJEB23709	2019-02-13
ERR2208931	PRJEB23709	2019-02-13
ERR2208932	PRJEB23709	2019-02-13
ERR2208933	PRJEB23709	2019-02-13
ERR2208937	PRJEB23709	2019-02-13
ERR2208938	PRJEB23709	2019-02-13
ERR2208945	PRJEB23709	2019-02-13
ERR2208954	PRJEB23709	2019-02-13
ERR2208957	PRJEB23709	2019-02-13
ERR2208959	PRJEB23709	2019-02-13
ERR2208960	PRJEB23709	2019-02-13
ERR2208962	PRJEB23709	2019-02-13
ERR2208963	PRJEB23709	2019-02-13
ERR2208964	PRJEB23709	2019-02-13
ERR2208887	PRJEB23709	2019-02-13
ERR2208893	PRJEB23709	2019-02-13
ERR2208896	PRJEB23709	2019-02-13
ERR2208898	PRJEB23709	2019-02-13
ERR2208900	PRJEB23709	2019-02-13
ERR2208906	PRJEB23709	2019-02-13
ERR2208908	PRJEB23709	2019-02-13
ERR2208914	PRJEB23709	2019-02-13
ERR2208916	PRJEB23709	2019-02-13
ERR2208920	PRJEB23709	2019-02-13
ERR2208924	PRJEB23709	2019-02-13
ERR2208926	PRJEB23709	2019-02-13
ERR2208928	PRJEB23709	2019-02-13
ERR2208929	PRJEB23709	2019-02-13
ERR2208934	PRJEB23709	2019-02-13
ERR2208935	PRJEB23709	2019-02-13
ERR2208941	PRJEB23709	2019-02-13
ERR2208944	PRJEB23709	2019-02-13
ERR2208948	PRJEB23709	2019-02-13
ERR2208951	PRJEB23709	2019-02-13
ERR2208952	PRJEB23709	2019-02-13
ERR2208953	PRJEB23709	2019-02-13
ERR2208956	PRJEB23709	2019-02-13
ERR2208965	PRJEB23709	2019-02-13
ERR2208966	PRJEB23709	2019-02-13
ERR2208967	PRJEB23709	2019-02-13
ERR2208968	PRJEB23709	2019-02-13
ERR2208970	PRJEB23709	2019-02-13
ERR2208971	PRJEB23709	2019-02-13
ERR2208973	PRJEB23709	2019-02-13
ERR2208975	PRJEB23709	2019-02-13
ERR2208977	PRJEB23709	2019-02-13
SRR6675382	PRJNA433021	2019-02-14
SRR6675387	PRJNA433021	2019-02-14
SRR6675390	PRJNA433021	2019-02-14
SRR6675393	PRJNA433021	2019-02-14
SRR6675380	PRJNA433021	2019-02-14
SRR6675381	PRJNA433021	2019-02-14
SRR6675386	PRJNA433021	2019-02-14
SRR6675388	PRJNA433021	2019-02-14
SRR6675389	PRJNA433021	2019-02-14
SRR6675391	PRJNA433021	2019-02-14
SRR6675392	PRJNA433021	2019-02-14
SRR6675394	PRJNA433021	2019-02-14
SRR6675379	PRJNA433021	2019-02-14
SRR6675383	PRJNA433021	2019-02-14
SRR6675384	PRJNA433021	2019-02-14
SRR6675385	PRJNA433021	2019-02-14
SRR8350215	PRJNA510635	2019-03-19
SRR8350222	PRJNA510635	2019-03-19
SRR8350225	PRJNA510635	2019-03-19
SRR8350233	PRJNA510635	2019-03-19
SRR8350235	PRJNA510635	2019-03-19
SRR8350239	PRJNA510635	2019-03-19
SRR8350240	PRJNA510635	2019-03-19
SRR8350243	PRJNA510635	2019-03-19
SRR8350247	PRJNA510635	2019-03-19
SRR8350248	PRJNA510635	2019-03-19
SRR8350250	PRJNA510635	2019-03-19
SRR8350251	PRJNA510635	2019-03-19
