code_uberon,name,synonym
UBERON:0001699,sensory root of facial nerve,"intermediate nerve;nerve of Wrisberg;nervus intermedius;pars intermedii of Wrisberg;sensory component of the VIIth (facial) nerve;sensory roots of facial nerves;Wrisberg's nerve"
UBERON:0001700,geniculate ganglion,"facial ganglion;facial VII ganglion;ganglion genicularum;ganglion geniculi;ganglion geniculi nervi facialis;genicular ganglion;geniculate;geniculate ganglion;gVII;internal genu"
UBERON:0001701,glossopharyngeal ganglion,"ganglion of glossopharyngeal nerve;ganglion of glosspharyngeal nerve;gIX;glossopharyngeal IX ganglion;petrosal ganglion"
UBERON:0001702,eyelash,"blepharis;cilia;cilium;eyelid cilia;eyelid cilium;hair of eyelid"
UBERON:0001703,neurocranium,"brain box;brain case;brain pan;braincase"
UBERON:0001704,obsolete viscerocranium,""
UBERON:0001705,nail,"claw;nail/claw;talon"
UBERON:0001706,nasal septum,"septal cartilage;septum mobile nasi;septum nasi;septum of the nose"
UBERON:0001707,nasal cavity,"cavitas nasalis;cavitas nasi;cavity of nose;cavity of olfactory apparatus;cavum nasi;nasal canal;nasal conduit space;nasal fossa;nasal pit;olfactory cavity;olfactory chamber;olfactory chamber cavity;olfactory pit"
UBERON:0001708,jaw skeleton,"anterior splanchnocranium;jaw;jaw cartilage;jaws;mandibular arch;mandibular arch skeleton;oral jaw skeleton;pharyngeal arch 1 skeleton;visceral arch 1"
UBERON:0001709,upper jaw region,"alveolodental arch of bimaxilla;dorsal mandibular arch;dorsal pharyngeal arch 1;maxillary part of mouth;maxillary part of mouth proper;palatoquadrate arch;upper pharyngeal jaws"
UBERON:0001710,lower jaw region,"lower part of mouth;mandibular part of mouth;mandibular series"
UBERON:0001711,eyelid,"blephara;blepharon;eye lid;palpebra;palpebrae"
UBERON:0001712,upper eyelid,"palpebra superior;superior eyelid"
UBERON:0001713,lower eyelid,"inferior eyelid;palpebra inferior"
UBERON:0001714,cranial ganglion,"cranial ganglia;cranial ganglion;cranial ganglion part of peripheral nervous system;cranial ganglion/nerve;cranial nerve ganglion;cranial neural ganglion;cranial neural tree organ ganglion;ganglion of cranial nerve;ganglion of cranial neural tree organ;head ganglion;presumptive cranial ganglia"
UBERON:0001715,oculomotor nuclear complex,"motor nucleus III;nIII;nucleus nervi oculomotorii;nucleus oculomotorius;nucleus of oculomotor nerve;nucleus of oculomotor nuclear complex;nucleus of third cranial nerve;oculomotor III nuclear complex;oculomotor III nucleus;oculomotor motornucleus;oculomotor nucleus;OM;third cranial nerve nucleus"
UBERON:0001716,secondary palate,"definitive palate;oral roof;palate;palatum;palatum;palatum definitivum;palatum secundarium;roof of mouth"
UBERON:0001717,spinal nucleus of trigeminal nerve,"nucleus spinalis nervi trigemini;spinal nucleus of cranial nerve v;spinal nucleus of the trigeminal;spinal trigeminal nucleus;trigeminal nerve spinal tract nucleus;trigeminal spinal nucleus;trigeminal spinal sensory nucleus;trigeminal v spinal sensory nucleus"
UBERON:0001718,mesencephalic nucleus of trigeminal nerve,"Me5;mesencephalic nuclei of trigeminal nerves;mesencephalic nucleus;mesencephalic nucleus of the trigeminal;mesencephalic nucleus of the trigeminal nerve;mesencephalic trigeminal nucleus;mesencephalic trigeminal V nucleus;midbrain trigeminal nucleus;nucleus mesencephalicus nervi trigeminalis;nucleus mesencephalicus nervi trigemini;nucleus of mesencephalic root of v;nucleus tractus mesencephalici nervi trigemini;nucleus tractus mesencephalicus nervi trigemini;trigeminal mesencephalic nucleus;trigeminal nerve mesencepahlic nucleus;trigeminal V mesencephalic nucleus"
UBERON:0001719,nucleus ambiguus,"Amb;ambiguous nucleus;ambiguus nucleus;nucleus innominatus"
UBERON:0001720,cochlear nucleus,"cochlear nucleus of acoustic nerve;cochlear nucleus of eighth cranial nerve;cochlear VIII nucleus;nucleus of cochlear nerve;statoacoustic (VIII) nucleus;vestibulocochlear nucleus"
UBERON:0001721,inferior vestibular nucleus,"descending vestibular nucleus;nucleus vestibularis inferior;spinal vestibular nucleus"
UBERON:0001722,medial vestibular nucleus,"chief vestibular nucleus;dorsal vestibular nucleus;medial nucleus;nucleus of Schwalbe;nucleus triangularis;nucleus vestibularis medialis;principal vestibular nucleus;Schwalbe's nucleus;triangular nucleus"
UBERON:0001723,tongue,"glossus"
UBERON:0001724,sphenoidal sinus,"sinus sphenoidalis;sphenoid sinus"
UBERON:0001725,cranial synchondrosis,""
UBERON:0001726,papilla of tongue,"lingual papilla;tongue papilla"
UBERON:0001727,taste bud,"caliculus gustatorius;taste buds;taste-bud;tastebud;tastebuds"
UBERON:0001728,nasopharynx,"epipharynx;nasal part of pharynx;Nasenrachenraum;pars nasalis pharyngis;rhinopharynx"
UBERON:0001729,oropharynx,"mesopharynx;oral part of pharynx;pars oralis pharyngis"
UBERON:0001730,extrinsic ligament of larynx,"laryngeal extrinsic ligament"
UBERON:0001731,cavity of pharynx,"cavitas pharyngealis;cavitas pharyngis;lumen of pharynx;pharyngeal cavity"
UBERON:0001732,pharyngeal tonsil,"adenoid;nasopharyngeal tonsil;Rachenmandel;tonsil of Luschka;tonsilla pharyngea;tonsilla pharyngealis"
UBERON:0001733,soft palate,"muscular palate;palatum molle;velum;velum palatinum"
UBERON:0001734,palatine uvula,"palatine uvula;uvula;uvula of palate;uvula palatina;uvula palatina"
UBERON:0001735,tonsillar ring,"anulus lymphoideus pharyngis;oropharyngeal lymphoid tissue;pharyngeal lymphatic ring;pharyngeal lymphoid ring;Waldeyer's ring;Waldeyer's tonsillar ring"
UBERON:0001736,submandibular gland,"glandula submandibularis;mandibular gland;mandibular salivary gland;maxillary gland;submandibular salivary gland;submaxillary gland"
UBERON:0001737,larynx,""
UBERON:0001738,thyroid cartilage,"cartilago thyroidea;laryngeal prominence;pomus;pomus adamus"
UBERON:0001739,laryngeal cartilage,"cartilage of larynx;cartilagines laryngeales;larynx cartilage"
UBERON:0001740,arytenoid cartilage,"arytenoid;arytenoids;cartilagines arytenoidea;cartilago arytaenoidea;cartilago arytenoidea"
UBERON:0001741,corniculate cartilage,"cartilage of Santorini;cartilagines corniculata;Santorini's cartilage"
UBERON:0001742,epiglottic cartilage,""
UBERON:0001743,ligament of larynx,"laryngeal ligament;larynx ligament"
UBERON:0001744,lymphoid tissue,"lymphatic tissue;lymphocytic tissue"
UBERON:0001745,secondary nodular lymphoid tissue,"peripheral lymphoid tissue;secondary lymphoid nodule;secondary lymphoid tissue"
UBERON:0001746,capsule of thyroid gland,"capsula fibrosa glandulae thyroideae;fibrous capsule of thyroid gland;thyroid capsule;thyroid gland capsule"
UBERON:0001747,parenchyma of thyroid gland,"parenchyma glandulae thyroideae;parenchyma of thyroid;parenchyma of thyroid follicle;parenchyma of thyroid gland follicle;thyroid follicle parenchyma;thyroid gland follicle parenchyma;thyroid gland parenchyma;thyroid parenchyma"
UBERON:0001748,capsule of parathyroid gland,"parathyroid gland capsule"
UBERON:0001749,parenchyma of parathyroid gland,"parathyroid gland parenchyma;parathyroid parenchyma;parenchyma of parathyroid"
UBERON:0001750,lacrimal apparatus,"apparatus lacrimalis;lacrimal drainage system;lacrymal system;nasolacrimal drainage system;nasolacrimal system"
UBERON:0001751,dentine,"dentin;dentine of tooth;predentin"
UBERON:0001752,enamel,"enamel of tooth;enamel tissue;enameloid;tooth enamel"
UBERON:0001753,cementum,"bone of attachment;cement;cement of tooth;cementum;cementum of tooth"
UBERON:0001754,dental pulp,"dental pulp cell;pulp of tooth;tooth pulp"
UBERON:0001755,distal part of styloid process of temporal bone,"distal part of styloid process;stylohyal;stylohyal bone"
UBERON:0001756,middle ear,"auris media"
UBERON:0001757,pinna,"auricle;auricle of ear;auricle of external ear;auricula;auricula (auris externa);pinna of ear;pinnae"
UBERON:0001758,periodontium,"paradentium;periodontal ligament;periodontal membrane;tooth supporting structure"
UBERON:0001759,vagus nerve,"10n;CN-X;cranial nerve X;nerve X;nervus vagus;nervus vagus [x];pneuomgastric nerve;tenth cranial nerve;vagal nerve;vagus;vagus nerve [X];vagus nerve or its root;vagus nerve tree;vagus X nerve"
UBERON:0001760,frontal sinus,"cavity of frontal bone;sinus frontales"
UBERON:0001761,future foramen cecum,"foramen caecum;foramen cecum;future foramen caecum;future foramen cecum of tongue"
UBERON:0001762,turbinate bone,"concha;ossified nasal turbinal;ossified nasal turbinate;ossified turbinate;turbinal bone;turbinate bone"
UBERON:0001763,odontogenic papilla,"dental papilla;dentinal papilla;dermal papilla;odontogenic condensation;papilla dentis;pharyngeal tooth mesenchyme;tooth mesenchyme"
UBERON:0001764,maxillary sinus,"antrum of Highmore;Highmore antrum;maxillary antrum;sinus maxilliaris"
UBERON:0001765,mammary duct,"ductus lactiferi;galactophorous duct;galactophorous tubule;lactiferous duct;lactiferous gland duct;lactiferous tubule;mammary gland duct;mammilary duct"
UBERON:0001766,anterior chamber of eyeball,"anterior chamber;anterior chamber of eye;camera anterior;camera anterior bulbi;camera anterior bulbi oculi;camera oculi anterior;eye anterior chamber"
UBERON:0001767,posterior chamber of eyeball,"c. posterior bulbi;camera oculi posterior;camera posterior;camera posterior bulbi;eye posterior chamber;posterior chamber of eye"
UBERON:0001768,uvea,"pars iridica retinae;tunica vasculatis oculi;tunica vasculosa bulbi;tunica vasculosa of eyeball;uvea;uveal tract;vascular layer of eyeball"
UBERON:0001769,iris,"anterior uvea;irides;irises"
UBERON:0001770,lacrimal canaliculus,"canaliculus lacrimalis;lacrimal duct"
UBERON:0001771,pupil,"pupils"
UBERON:0001772,corneal epithelium,"anterior corneal epithelium;anterior endothelium of cornea;cornea epithelial tissue;cornea epithelium;e. anterius corneae;endothelium anterius corneae;endothelium camerae anterioris bulbi;endothelium corneale;epithelial tissue of cornea;epithelium anterius (cornea);epithelium anterius corneae;epithelium corneæ anterior layer;epithelium of cornea;epithelium posterius corneae;external epithelium of cornea"
UBERON:0001773,sclera,"scleral capsule"
UBERON:0001774,skeletal muscle of trunk,"body musculature;muscle of trunk;muscle organ of torso;muscle organ of trunk;torso muscle organ;trunk muscle;trunk muscle organ;trunk musculature"
UBERON:0001775,ciliary body,"anterior uvea;ciliary bodies;corpus ciliare;ocular ciliary body"
UBERON:0001776,optic choroid,"chorioid;choroid;choroid coat;choroidea;choroidea;eye choroid;optic choroid;posterior uvea"
UBERON:0001777,substantia propria of cornea,"corneal stroma;stroma of cornea;substantia propria;substantia propria corneae"
UBERON:0001778,ciliary epithelium,"ciliary body epithelium;epithelium of ciliary body;ocular ciliary epithelium"
UBERON:0001779,iris stroma,"iridial stroma;stroma of iris"
UBERON:0001780,spinal nerve,"backbone nerve;nerve of backbone;nerve of spinal column;nerve of spine;nerve of vertebral column;nervi spinales;spinal column nerve;spinal nerve tree;spinal nerves;spine nerve;vertebral column nerve"
UBERON:0001781,layer of retina,"retina layer;retina neuronal layer;retinal layer;retinal neuronal layer"
UBERON:0001782,pigmented layer of retina,"epithelium, retinal pigment;outer pigmented layer of retina;p. pigmentosa retinae;pigment epithelium of retina;pigmented epithelium;pigmented retina;pigmented retina epithelium;pigmented retinal epithelium;PRE;retinal pigment epithelium;retinal pigment layer;retinal pigmented epithelium;RPE;stratum pigmentosa retinae;stratum pigmentosum (retina);stratum pigmentosum retinae"
UBERON:0001783,optic disc,"optic disk;optic disk;optic nerve disc;optic nerve head;optic papilla;physiologic blind spot;physiologic blind spot of mariotte"
UBERON:0001784,obsolete macula lutea,""
UBERON:0001785,cranial nerve,"cranial nerves;cranial neural tree organ;nervus cranialis"
UBERON:0001786,fovea centralis,"centre of fovea;centre of macula;fovea;fovea centralis in macula"
UBERON:0001787,photoreceptor layer of retina,"layer of rods and cones;retina photoreceptor layer;retinal photoreceptor layer;retinal photoreceptor layers;stratum segmentorum externorum et internorum (retina);stratum segmentorum externorum et internorum retinae"
UBERON:0001788,outer limiting layer of retina,"blood retina barrier;BRB;external limiting lamina of retina;external limiting membrane;external limiting membrane of retina;outer limiting membrane;outer limiting membrane of retina;outer limiting membranes;retina external limiting lamina;retina outer limiting membrane;stratum limitans externum (retina);stratum limitans externum retinae"
UBERON:0001789,outer nuclear layer of retina,"external nuclear layer;layer of outer granules;neural retina outer nuclear layer;ONL;outer nuclear layer;retina outer nuclear layer;retina, outer nuclear layer;retinal outer nuclear layer;retinal outer nuclear layers;stratum nucleare externum (retina);stratum nucleare externum retinae"
UBERON:0001790,outer plexiform layer of retina,"external plexiform layer;OPL;outer plexiform layer;retina outer plexiform layer;retina, outer plexiform layer;retinal outer plexiform layer;retinal outer plexiform layers;stratum plexiforme externum;stratum plexiforme externum retinae"
UBERON:0001791,inner nuclear layer of retina,"INL;inner nuclear layer;intermediate cell layer;layer of inner granules;neural retina inner nuclear layer;retina inner nuclear layer;retina, inner nuclear layer;retinal inner nuclear layer;stratum nucleare internum;stratum nucleare internum retinae"
UBERON:0001792,ganglionic layer of retina,"ganglion cell layer;ganglionic cell layer of retina;GCL layer;retina ganglion cell layer;retina ganglion layer;retina, ganglion cell layer;retinal ganglion cell layer;retinal ganglion layer;RGC layer;stratum ganglionicum (retina);stratum ganglionicum retinae"
UBERON:0001793,nerve fiber layer of retina,"layer of nerve fibers of retina;layer of nerve fibres of retina;nerve fiber layer;neural retina nerve fibre layer;optic fiber layer;optic fiber layer;optic fiber layers;retina nerve fiber layer;stratum neurofibrarum (retina);stratum neurofibrarum retinae;stratum neurofibrum retinae;stratum opticum of retina"
UBERON:0001794,inner limiting layer of retina,"ILM;inner limiting membrane;inner limiting membrane of retina;inner limiting membranes;internal limiting lamina of retina;internal limiting membrane of retina;retina inner limiting membrane;retina internal limiting lamina;stratum limitans internum retinae"
UBERON:0001795,inner plexiform layer of retina,"inner plexiform layer;internal plexiform layer of retina;IPL;retina inner plexiform layer;retina, inner plexiform layer;retinal inner plexiform layer;retinal internal plexiform layer;stratum plexifome internum;stratum plexiforme internum;stratum plexiforme internum retinae"
UBERON:0001796,aqueous humor of eyeball,"aqueous humor;aqueous humour;humor aquosus"
UBERON:0001797,vitreous humor,"humor vitreous;humor vitreus;humoral fluid;ocular fluid;portion of vitreous humor;vitreous;vitreous fluid;vitreous humour;whole portion of vitreous humor"
UBERON:0001798,vitreous body,""
UBERON:0001799,vitreous chamber of eyeball,"camera postrema;camera postrema bulbi oculi;camera vitrea;camera vitrea bulbi;postremal chamber;postremal chamber of eyeball;vitreous chamber"
UBERON:0001800,sensory ganglion,"ganglion sensorium"
UBERON:0001801,anterior segment of eyeball,"anterior eye segment;anterior segment eye;anterior segment of eye;anterior segment of the eye;eye anterior segment;segmentum anterius (bulbus oculi);segmentum anterius bulbi oculi"
UBERON:0001802,posterior segment of eyeball,"eye posterior segment;posterior eye segment;posterior segment eye;posterior segment of eye;posterior segment of the eye;segmentum posterius (bulbus oculi);segmentum posterius bulbi oculi"
UBERON:0001803,epithelium of lens,"epithelial tissue of eye lens;epithelial tissue of lens;epithelium lentis;epithelium of eye lens;eye lens epithelial tissue;eye lens epithelium;lens epithelial tissue;lens epithelium"
UBERON:0001804,capsule of lens,"capsula lentis;lens capsule"
UBERON:0001805,autonomic ganglion,"autonomic nervous system ganglion;ganglion autonomicum;ganglion of autonomic nervous system;ganglion of visceral nervous system;visceral nervous system ganglion"
UBERON:0001806,sympathetic ganglion,"ganglion of sympathetic nervous system;ganglion of sympathetic part of autonomic division of nervous system;ganglion sympatheticum;ganglion sympathicum;sympathetic nervous system ganglion;sympathetic part of autonomic division of nervous system ganglion"
UBERON:0001807,paravertebral ganglion,"ganglia of sympathetic trunk;ganglia trunci sympathici;ganglion of sympathetic trunk;ganglion trunci sympathetici;ganglion trunci sympathici;paravertebral ganglia;paravertebral ganglion;sympathetic chain ganglia;sympathetic chain ganglion"
UBERON:0001808,parasympathetic ganglion,"ganglion parasympathicum"
UBERON:0001809,enteric ganglion,"intramural ganglion"
UBERON:0001810,nerve plexus,"plexus"
UBERON:0001811,conjunctiva,"conjunctivae;conjunctivas;tunica conjunctiva;wall of conjunctival sac"
UBERON:0001812,palpebral conjunctiva,"conjunctival layer of eyelids;eyelid conjunctiva;tarsal conjunctiva;tunica conjunctiva palpebrum"
UBERON:0001813,spinal nerve plexus,"plexus nervorum spinalium;plexus of spinal nerves;somatic nerve plexus;spinal nerve plexus"
UBERON:0001814,brachial nerve plexus,"brachial plexus;plexus brachialis"
UBERON:0001815,lumbosacral nerve plexus,"lumbosacral plexus;plexus lumbosacralis;plexus lumbosacralis"
UBERON:0001816,autonomic nerve plexus,"autonomic plexus;plexus autonomicus;plexus nervosus visceralis;plexus visceralis;visceral nerve plexus;visceral plexus"
UBERON:0001817,lacrimal gland,"glandula lacrimalis;glandula praeorbitalis;lacrimal-preorbital gland;preorbital gland;tear gland"
UBERON:0001818,tarsal gland,"gland of Meibom;glandula tarsales;Meibomian gland;palpebral gland;tarsoconjunctival gland"
UBERON:0001819,palpebral fissure,"rima palpebrarum"
UBERON:0001820,sweat gland,"glandula sudorifera;sudoriferous gland;sudoriparous gland"
UBERON:0001821,sebaceous gland,"glandula sebacea;glandula sebaceae;sebaceous follicle"
UBERON:0001822,orbital septum,"septum orbitale"
UBERON:0001823,nasal cartilage,"cartilage of nose"
UBERON:0001824,mucosa of larynx,"laryngeal mucosa;laryngeal mucous membrane;larynx mucosa;larynx mucosa of organ;larynx mucous membrane;larynx organ mucosa;mucosa of organ of larynx;mucous membrane of larynx;organ mucosa of larynx;tunica mucosa laryngis"
UBERON:0001825,paranasal sinus,"nasal sinus;sinus"
UBERON:0001826,nasal cavity mucosa,"mucosa of nose;mucous membrane of nose;nasal mucosa;tunica mucosa nasalis;tunica mucosa nasi"
UBERON:0001827,secretion of lacrimal gland,"lacrimal fluid;lacrimal gland secretion;lacrimal secretion;tear;tear fluid;tears"
UBERON:0001828,gingiva,"gingival mucosa;gum;gum tissue;gums"
UBERON:0001829,major salivary gland,""
UBERON:0001830,minor salivary gland,""
UBERON:0001831,parotid gland,"glandula parotidea;parotid"
UBERON:0001832,sublingual gland,"ductus sublingualis;glandula sublingualis;Rivinus gland;Rivinus' gland;sublingual salivary gland;submaxillary gland"
UBERON:0001833,lip,"labia oris;lips"
UBERON:0001834,upper lip,"labium superius oris;upper jaw lip"
UBERON:0001835,lower lip,"labium inferius oris;lower jaw lip"
UBERON:0001836,saliva,"sailva normalis;saliva atomaris;saliva molecularis;salivary gland secretion"
UBERON:0001837,duct of salivary gland,"salivary duct;salivary gland duct;secretory duct"
UBERON:0001838,sublingual duct,""
UBERON:0001839,bony labyrinth,"labyrinthus osseus;osseous labyrinth;osseus labyrinth"
UBERON:0001840,semicircular canal,"canalis semicircularis;ductus semicirculares;scc;semicircular canals;semicircular ducts"
UBERON:0001841,anterior semicircular canal,"anterior semicircular canals;anterior semicircular duct;canalis semircularis posterior;rostral vertical semicircular canal;superior semicircular canal"
UBERON:0001842,posterior semicircular canal,"canalis semicircularis posterior;caudal vertical semicircular canal;pars superior of labyrinth;posterior semicircular canals;posterior semicircular duct"
UBERON:0001843,lateral semicircular canal,"horizontal semicircular canal;lateral semicircular canals;lateral semicircular duct"
UBERON:0001844,cochlea,"cochleae;cochlear duct;cochlear organ;cochlear part of bony labyrinth;lagena;lagenas"
UBERON:0001845,perilymph,"liquor cotunnii;perilympha"
UBERON:0001846,internal ear,"auris interna;inner ear;labyrinth;otocyst"
UBERON:0001847,lobule of pinna,"auricular lobule;ear lobe;ear lobule;earlobe;lobe of ear;lobule of auricle;lobule of auricle of ear;lobulus auriculae;pinna lobule"
UBERON:0001848,auricular cartilage,"cartilage of pinna;pinna cartilage"
UBERON:0001849,membranous labyrinth,"labyrinthus membranaceus"
UBERON:0001850,lacrimal drainage system,"lacrimal duct;tear duct"
UBERON:0001851,cortex,"cortex;cortex of organ"
UBERON:0001852,endolymph,"endolympha;endolymphatic fluid;Scarpa's fluid"
UBERON:0001853,utricle of membranous labyrinth,"membranous labyrinth utricle;utricle;utriculus;utriculus (labyrinthus vestibularis)"
UBERON:0001854,saccule of membranous labyrinth,"membranous labyrinth saccule;saccule;sacculus;sacculus;sacculus (labyrinthus vestibularis)"
UBERON:0001855,cochlear duct of membranous labyrinth,"cochlea duct;cochlear aqueduct;cochlear duct;ductus cochlearis;membranous cochlea;Reissner's canal;Reissners canal;scala media;scala medias;scala of Loewenberg"
UBERON:0001856,semicircular duct,"ductus semicirculares;membranous semicircular canal"
UBERON:0001857,anterior semicircular duct,"superior semicircular duct"
UBERON:0001858,posterior semicircular duct,""
UBERON:0001859,lateral semicircular duct,"external semicircular duct"
UBERON:0001860,endolymphatic duct,"ductus endolymphaticus;ductus endolymphaticus"
UBERON:0001861,ductus reuniens,"canal of Henson;canalis reuniens;canalis reuniens of Hensen;Hensen duct;Hensen's duct"
UBERON:0001862,vestibular labyrinth,"inner ear vestibular component;labyrinthus vestibularis;vestibular apparatus;vestibular component"
UBERON:0001863,scala vestibuli,""
UBERON:0001864,scala tympani,""
UBERON:0001865,cartilaginous external acoustic tube,"cartilaginous external acoustic meatus;cartilaginous part of external acoustic meatus;external acoustic meatus cartilaginous part;meatus acusticus externus cartilagineus"
UBERON:0001866,sebum,""
UBERON:0001867,cartilage of external ear,"external ear cartilage"
UBERON:0001868,skin of chest,"anterior thoracic region zone of skin;anterolateral part of thorax zone of skin;chest skin;chest zone of skin;front of thorax zone of skin;zone of skin of anterior chest;zone of skin of anterior part of thorax;zone of skin of anterior thoracic region;zone of skin of anterolateral part of thorax;zone of skin of chest;zone of skin of front of thorax;zone of skin of pectoral part of chest"
UBERON:0001869,cerebral hemisphere,"cerebrum;hemisphere;hemispheric regions;hemispherium cerebri;medial amygdalar nucleus;nucleus amygdaloideus medialis;nucleus medialis amygdalae"
UBERON:0001870,frontal cortex,"cortex of frontal lobe;frontal lobe cortex;frontal neocortex;gray matter of frontal lobe;grey matter of frontal lobe"
UBERON:0001871,temporal lobe,"lobus temporalis;temporal cortex"
UBERON:0001872,parietal lobe,"lobus parietalis;parietal region;regio parietalis"
UBERON:0001873,caudate nucleus,"Ammon horn fields;caudatum;caudatus;nucleus caudatus"
UBERON:0001874,putamen,"nucleus putamen"
UBERON:0001875,globus pallidus,"globus pallidus (Burdach);nucleus pallidus;pale body;paleostriatum;pallidium;pallidum"
UBERON:0001876,amygdala,"amygdaloid area;amygdaloid body;amygdaloid complex;amygdaloid nuclear complex;amygdaloid nuclear group;amygdaloid nuclear groups;amygdaloid nucleus;archistriatum;corpus amygdalae;corpus amygdaloideum;nucleus amygdalae"
UBERON:0001877,medial septal nucleus,"medial parolfactory nucleus;medial septal nucleus (Cajal);medial septum;medial septum nucleus;n. septi medialis;nucleus medialis septi;nucleus septalis medialis"
UBERON:0001878,septofimbrial nucleus,"nucleus septalis fimbrialis;nucleus septofibrialis;nucleus septofimbrialis;scattered nucleus of the septum"
UBERON:0001879,nucleus of diagonal band,"area olfactoria (Roberts);diagonal band nucleus;diagonal nucleus;nuclei of horizontal and vertical limbs of diagonal band;nucleus fasciculi diagonalis Brocae;nucleus of diagonal band (of Broca);nucleus of the diagonal band;nucleus of the diagonal band of Broca;olfactory area (roberts)"
UBERON:0001880,bed nucleus of stria terminalis,"bed nuclei of the stria terminalis;bed nuclei of the stria terminalis;bed nucleus of the stria terminalis;bed nucleus stria terminalis (Johnson);bed nucleus striae terminalis;BST;intercalate nucleus of stria terminalis;interstitial nucleus of stria terminalis;nuclei of stria terminalis;nucleus interstitialis striae terminalis;nucleus of stria terminalis;nucleus of the stria terminalis;nucleus proprius stria terminalis (bed nucleus);nucleus striae terminalis;stria terminalis nucleus"
UBERON:0001881,island of Calleja,"Calleja island;insula callejae;insulae olfactoriae;islands of Calleja;islands of Calleja (olfactory tubercle)"
UBERON:0001882,nucleus accumbens,"accumbens nucleus;colliculus nuclei caudati;colliculus of caudate nucleus;nucleus accumbens septi"
UBERON:0001883,olfactory tubercle,"tuberculum olfactorium"
UBERON:0001884,phrenic nerve,"diaphragmatic nerve;nervus phrenicus;phrenic"
UBERON:0001885,dentate gyrus of hippocampal formation,"area dentata;dentate area;dentate area (dentate gyrus);dentate gyrus;fascia dentata;gyrus dentatus;hippocampal dentate gyrus"
UBERON:0001886,choroid plexus,"chorioid plexus;choroid plexus of cerebral hemisphere;CP;plexus choroideus;plexus choroideus;ventricular choroid plexus"
UBERON:0001887,internal capsule of telencephalon,"brain internal capsule;capsula interna;internal capsule;internal capsule radiations"
UBERON:0001888,lateral olfactory stria,"lateral olfactory stria;lateral olfactory tract;lateral olfactory tract, body;lateral olfactory tract. body;LOT;olfactory tract;stria olfactoria lateralis;tractus olfactorius lateralis;tractus olfactorius lateralis"
UBERON:0001889,trunk of phrenic nerve,"phrenic nerve trunk;phrenic neural trunk"
UBERON:0001890,forebrain,"FB;prosencephalon"
UBERON:0001891,midbrain,"MB;mesencephalon"
UBERON:0001892,rhombomere,"future rhombencephalon;hindbrain neuromere;hindbrain neuromeres;hindbrain segment;rhombomere;rhombomeres;segment of hindbrain"
UBERON:0001893,telencephalon,"cerebrum;endbrain;supratentorial region"
UBERON:0001894,diencephalon,"between brain;betweenbrain;DiE;diencephalon;interbrain;mature diencephalon;thalamencephalon"
UBERON:0001895,metencephalon,"epencephalon;epencephalon-2"
UBERON:0001896,medulla oblongata,"bulb;bulbus;medulla;medulla oblonzata;metepencephalon"
UBERON:0001897,dorsal plus ventral thalamus,"Th;thalamencephalon;thalami;thalamus;thalamus opticus;wider thalamus"
UBERON:0001898,hypothalamus,"Hy;hypothalamus;preoptico-hypothalamic area;preoptico-hypothalamic region"
UBERON:0001899,epithalamus,"epithalamus;ETh"
UBERON:0001900,ventral thalamus,"perithalamus;prethalamus;SbTh;subthalamic region;subthalamus;thalamus ventralis;ventral thalamus"
UBERON:0001901,epithelium of trachea,"epithelial tissue of trachea;epithelial tissue of windpipe;epithelium of windpipe;trachea epithelial tissue;trachea epithelium;tracheal epithelium;windpipe epithelial tissue;windpipe epithelium"
UBERON:0001902,epithelium of small intestine,"epithelial tissue of small bowel;epithelial tissue of small intestine;epithelium of small bowel;mid intestine epithelium;small bowel epithelial tissue;small bowel epithelium;small intestinal epithelium;small intestine epithelial tissue;small intestine epithelium"
UBERON:0001903,thalamic reticular nucleus,"nuclei reticulares (thalami);nucleus reticularis;nucleus reticularis thalami;nucleus reticularis thalami;nucleus reticulatus (thalami);nucleus thalamicus reticularis;reticular nuclear group;reticular nucleus of thalamus;reticular nucleus of the thalamus;reticular nucleus thalamus (Arnold);reticular nucleus-2;reticular thalamic nucleus;reticulatum thalami (Hassler)"
UBERON:0001904,habenula,"ganglion intercrurale;ganglion interpedunculare;habenula complex;habenulae;habenular complex;habenular nuclei;Hb;nuclei habenulares;nucleus habenularis;pineal peduncle"
UBERON:0001905,pineal body,"conarium;corpus pineale;epiphysis;epiphysis cerebri;frontal organ;glandula pinealis;Pi;pineal;pineal gland;pineal gland (Galen);pineal organ;stirnorgan"
UBERON:0001906,subthalamic nucleus,"body of Forel;body of Luys;corpus Luysi;corpus subthalamicum;Luy's body;Luys' body;Luys' nucleus;nucleus of corpus luysii;nucleus of Luys;nucleus subthalamicus;subthalamic nucleus (of Luys);subthalamic nucleus of Luys"
UBERON:0001907,zona incerta,"nucleus of the zona incerta;zona incerta proper"
UBERON:0001908,optic tract,"optic lemniscus;optic tracts;tractus optici;tractus opticus;visual pathway"
UBERON:0001909,habenular commissure,"commissura habenularis;commissura habenularum;commissure habenularum;habenular commissure (Haller);habenular commisure;HBC"
UBERON:0001910,medial forebrain bundle,"fasciculus longitudinalis telencephali medialis;fasciculus medialis telencephali;fasciculus medialis telencephalicus;fasciculus prosencephalicus medialis;medial forebrain bundles;medial forebrain fasciculus;median forebrain bundle;MFB;telencephalic medial fasciculus"
