code_uberon,name,synonym
UBERON:0000423,eccrine sweat gland,"eccrine gland;glandula sudorifera eccrina;glandula sudorifera merocrina;merocrine sweat gland"
UBERON:0000424,gastric pit,"foveola gastrica;foveolae gastricae;foveolae gastricae;gastric foveola"
UBERON:0000426,extravillous trophoblast,"intermediate trophoblast;interstitial trophoblast"
UBERON:0000427,obsolete cytotrophoblastic cell,""
UBERON:0000428,prostate epithelium,"epithelial tissue of prostate;epithelial tissue of prostate gland;epithelium of prostate;epithelium of prostate gland;epithelium of prostatic gland;prostate epithelial tissue;prostate gland epithelial tissue;prostate gland epithelium;prostatic epithelium;prostatic gland epithelium"
UBERON:0000429,enteric plexus,"enteric nerve plexus;intrinsic nerve plexus;plexus entericus;plexus nervosus entericus;sympathetic enteric nerve plexus"
UBERON:0000430,ventral intermediate nucleus of thalamus,"intermediate thalamic nuclei;intermediate thalamic nucleus;nucleus ventralis intermedius thalami"
UBERON:0000431,ventral medial complex of thalamus,"nuclei ventrales mediales thalami;set of ventral medial nuclei of thalamus;ventral medial complex of thalamus;ventral medial nuclei of thalamus"
UBERON:0000432,endopeduncular nucleus,"entopeduncular nucleus;nucleus endopeduncularis;nucleus entopeduncularis"
UBERON:0000433,posterior paraventricular nucleus of thalamus,"caecal epithelium;dorsal paraventricular nucleus of thalamus;nucleus paraventricularis posterior thalami;posterior paraventricular nuclei;posterior paraventricular nucleus of thalamus;posterior paraventricular nucleus of the thalamus"
UBERON:0000434,anterior paraventricular nucleus of thalamus,"anterior paraventricular nuclei;anterior paraventricular nucleus;anterior paraventricular nucleus of thalamus;anterior paraventricular nucleus of the thalamus;anterior periventricular nucleus of the hypothalamus;nucleus paraventricularis anterior thalami;periventricular hypothalamic nucleus, anterior part;ventral paraventricular nucleus of thalamus"
UBERON:0000435,lateral tuberal nucleus,"lateral tuberal hypothalamic nuclei;lateral tuberal nuclear complex;lateral tuberal nuclei;LTu;nuclei tuberales laterales;nucleus tuberis;nucleus tuberis hypothalami;nucleus tuberis lateralis"
UBERON:0000437,arachnoid barrier layer,""
UBERON:0000438,obsolete set of arachnoid trabecula,"Arachnoid trabeculae set;trabeculae arachnoideae"
UBERON:0000439,arachnoid trabecula,"arachnoid trabeculae;trabecula arachnoideum"
UBERON:0000440,trabecula,"trabeculae"
UBERON:0000442,right testicular vein,"right spermatic vein;vena testicularis (adrenalis) dextra;vena testicularis dextra;vena testicularis sinistra"
UBERON:0000443,left testicular vein,"left spermatic vein;vena testicularis dextra;vena testicularis sinistra"
UBERON:0000444,lymphoid follicle,"folliculus lymphaticus;lymphatic follicle;lymphatic nodule;lymphoid nodule;nodular lymphoid tissue;nodulus lymphaticus;nodulus lymphoideus"
UBERON:0000445,habenular trigone,"trigone of habenulae;trigonum habenulae"
UBERON:0000446,septum of telencephalon,"area septalis;massa praecommissuralis;Se;septal area;septal region;septum;septum (NN);septum pellucidum (BNA,PNA);septum telencephali;telencephalon septum"
UBERON:0000449,obsolete decidual cell,""
UBERON:0000450,corpus albicans,"corpus albicans of ovary;corpus fibrosum;corpus mamillare;mamillary body;mammillary body"
UBERON:0000451,prefrontal cortex,"frontal association cortex;prefrontal association complex;prefrontal association cortex"
UBERON:0000453,decidua basalis,"basal decidua;decidua serotina"
UBERON:0000454,cerebral subcortex,"cerebral medulla;subcortex"
UBERON:0000456,secretion of exocrine gland,"bodily secretion;exocrine gland fluid;exocrine gland fluid or secretion;exocrine gland fluid/secretion;exocrine gland secretion;external secretion;secreted substance;secretion"
UBERON:0000457,cavernous artery,"cavernous branch of cavernous part of internal carotid artery;ramus sinus cavernosi (pars cavernosa) (arteria carotis interna)"
UBERON:0000458,endocervix,""
UBERON:0000459,uterine wall,"anatomical wall of uterus;uterus anatomical wall;uterus wall;wall of uterus"
UBERON:0000460,major vestibular gland,"Bartholin gland;Bartholin's gland;Duverney's gland;glandula vestibularis major;greater vestibular gland;greater vestibular glands of Bartholin;Tiedemann's gland;vulvovaginal gland"
UBERON:0000461,minor vestibular gland,"glandula vestibular minor;glandula vestibulares minor;Guerin's gland;Guérin's gland;lesser vestibular gland;paraurethral gland;periurethral gland;Schueller's gland;Skene gland;Skene's gland;urethral gland of female urethra"
UBERON:0000462,obsolete villus,""
UBERON:0000463,organism substance,"body fluid or substance;body substance;organism substance;portion of body substance;portion of organism substance"
UBERON:0000464,anatomical space,"anatomical spaces;lumen;lumen space;space"
UBERON:0000465,material anatomical entity,""
UBERON:0000466,immaterial anatomical entity,"immaterial physical anatomical entity"
UBERON:0000467,anatomical system,"anatomical systems;body system;connected anatomical system;organ system;system"
UBERON:0000468,multicellular organism,"body;Koerper;multi-cellular organism;organism;whole body;whole organism"
UBERON:0000470,obsolete cell part,"cell component"
UBERON:0000471,compound organ component,"compound organ components"
UBERON:0000472,simple organ,"simple organs"
UBERON:0000473,testis,"gonad of male genitalia;gonad of male reproductive system;male gonad;orchis;testes;testicle;testiculus"
UBERON:0000474,female reproductive system,"female genital system;female genital tract;female genitalia;female genitals;female organism genitalia;female organism reproductive system;female reproductive tract;genitalia of female organism;gynaecological tissue;reproductive system of female organism;systema genitale femininum"
UBERON:0000475,organism subdivision,"anatomic region;body part;body region;cardinal body part"
UBERON:0000476,acellular anatomical structure,"acellular anatomical structures"
UBERON:0000477,anatomical cluster,""
UBERON:0000478,extraembryonic structure,"extra-embryonic structure;extraembryonic structures;extraembryonic tissue"
UBERON:0000479,tissue,"portion of tissue;simple tissue;tissue portion"
UBERON:0000480,anatomical group,""
UBERON:0000481,multi-tissue structure,"multi-tissue structures"
UBERON:0000482,basal lamina of epithelium,"basal lamina;basal lamina of connective tissue;basal laminae;lamina basalis"
UBERON:0000483,epithelium,"epithelial tissue;portion of epithelium"
UBERON:0000484,simple cuboidal epithelium,"epithelium simplex cuboideum;simple cuboidal epithelia"
UBERON:0000485,simple columnar epithelium,"columnar epithelium;columnar epithlium;epithelium simplex columnare;simple columnar epithelia;simple columnar epithelium"
UBERON:0000486,multilaminar epithelium,"laminated epithelium;stratified epithelium"
UBERON:0000487,simple squamous epithelium,"epithelium simplex squamosum;simple squamous epithelia"
UBERON:0000488,atypical epithelium,"atypical epithelia;heterogenous epithelium"
UBERON:0000489,cavitated compound organ,"cavitated compound organs;cavitated organ"
UBERON:0000490,unilaminar epithelium,"simple epithelium;unilaminar epithelia"
UBERON:0000491,solid compound organ,"solid compound organs;solid organ"
UBERON:0000569,ileocecal valve,"Tulp's valve;valva ileocaecalis;valva ileocaecalis (valva ilealis)"
UBERON:0000642,suspensory ligament of duodenum,"ligament of Treitz;muscle of Treitz;musculus suspensorius duodeni;musculus suspensorius duodeni;suspensory muscle of duodenum"
UBERON:0000711,splenius capitis,"musculus splenius capitis;splenius capitis muscle"
UBERON:0000908,hippocampal commissure,"commissura hippocampi;commissure of fornix;commissure of fornix of forebrain;commissure of the fornix;delta fornicis;dorsal hippocampal commissure;fornical commissure;fornix commissure;hippocampal commissures;hippocampus commissure"
UBERON:0000910,chyme,"chymus"
UBERON:0000911,chyle,""
UBERON:0000912,mucus,""
UBERON:0000913,interstitial fluid,"intercellular fluid;tissue fluid"
UBERON:0000914,organismal segment,"segment;serial element"
UBERON:0000915,thoracic segment of trunk,"anterior subdivision of trunk;thorax;upper body;upper trunk"
UBERON:0000916,abdomen,"abdominopelvic region;abdominopelvis;adult abdomen;belly;celiac region"
UBERON:0000917,obsolete abdominal segment,"segment of abdomen"
UBERON:0000918,obsolete yolk,"vegetal yolk mass;yolk cell"
UBERON:0000919,obsolete lipid droplet,""
UBERON:0000920,egg chorion,"chorion;chorion (egg)"
UBERON:0000921,obsolete pronucleus,""
UBERON:0000922,embryo,"developing organism;developmental tissue;embryonic organism"
UBERON:0000923,germ layer,"embryonic germ layer;embryonic germ layers;embryonic tissue;germinal layer;primary germ layer"
UBERON:0000924,ectoderm,"embryonic ectoderm"
UBERON:0000925,endoderm,"entoderm"
UBERON:0000926,mesoderm,"embryonic mesoderm;entire mesoderm;mesodermal mantle"
UBERON:0000927,mesectoderm,"MesEc"
UBERON:0000928,obsolete embryonic segment,"segment - embryonic"
UBERON:0000929,pharyngeal branch of vagus nerve,"pharyngeal branch;pharyngeal branch of inferior vagal ganglion;pharyngeal branch of vagus;ramus pharyngealis nervi vagalis;ramus pharyngeus;ramus pharyngeus nervi vagi;tenth cranial nerve pharyngeal branch;vagal pharyngeal branch;vagus nerve pharyngeal branch"
UBERON:0000930,stomodeum,"mouth pit;mouth primordium;oral ectoderm;oral pit;primitive oral cavity;stomatodeum;stomodaeum;stomodeal-hypophyseal primordium"
UBERON:0000931,proctodeum,"amnioproctodeal invagination;anal pit;anus porus;embryonic proctodaeum;proctodaeum"
UBERON:0000932,obsolete ventral longitudinal muscle,""
UBERON:0000933,chordate pharyngeal muscle,"branchial muscle;branchial muscles;muscle of pharynx;muscle organ of pharynx;musculi pharyngis;musculus pharyngis;pharyngeal muscle;pharynx muscle;pharynx muscle organ;tunica muscularis pharyngis"
UBERON:0000934,ventral nerve cord,"ventral cord"
UBERON:0000935,anterior commissure,"AC;anterior cerebral commissure;anterior commissural nucleus;commissura anterior;commissura anterior cerebri;commissura rostral;commissura rostralis;paleocortical commissure;precommisure;rostral commissure"
UBERON:0000936,posterior commissure,"caudal commissure;commissura epithalami;commissura epithalamica;commissura posterior;epithalamic commissure;posterior commissure (Lieutaud)"
UBERON:0000937,obsolete proneural cluster,"proneural clusters"
UBERON:0000939,imaginal disc,"imaginal disk"
UBERON:0000941,cranial nerve II,"02 optic nerve;2n;CN-II;cranial II;nerve II;nervus opticus;nervus opticus [II];optic;optic II;optic II nerve;optic nerve;optic nerve [II];second cranial nerve"
UBERON:0000942,frontal nerve (branch of ophthalmic),"frontal nerve;nervus frontalis"
UBERON:0000943,obsolete labial sensillum,""
UBERON:0000944,obsolete dorsal branch,"dorsal vein;ramus dorsalis"
UBERON:0000945,stomach,"anterior intestine;gaster;mesenteron;stomach chamber;ventriculus"
UBERON:0000946,cardiac valve,"heart valve;heart valve;heart valves;stomodaeal valve;valve of heart;valvule"
UBERON:0000947,aorta,"arteria maxima;dorsal aorta;trunk of aortic tree;trunk of systemic arterial tree"
UBERON:0000948,heart,"branchial heart;cardium;chambered heart;vertebrate heart"
UBERON:0000949,endocrine system,"endocrine glandular system;endocrine system;systema endocrinum"
UBERON:0000950,gracilis,"gracilis muscle;musculus gracilis"
UBERON:0000951,rotator muscle of the vertebral column,"rotator muscle"
UBERON:0000952,obsolete adductor muscle,""
UBERON:0000953,obsolete visceral muscle,"adult visceral muscle;smooth muscle"
UBERON:0000954,obsolete intestine muscle,"intestinal muscle"
UBERON:0000955,brain,"encephalon;suprasegmental levels of nervous system;suprasegmental structures;synganglion;the brain"
UBERON:0000956,cerebral cortex,"brain cortex;cortex cerebralis;cortex cerebri;cortex of cerebral hemisphere;cortical plate (areas);cortical plate (CTXpl);pallium of the brain"
UBERON:0000957,lamina,"laminar tissue"
UBERON:0000958,medulla of organ,"medulla"
UBERON:0000959,optic chiasma,"chiasma;chiasma nervorum opticorum;chiasma opticum;decussation of optic nerve fibers;optic chiasm;optic chiasm (Rufus of Ephesus)"
UBERON:0000960,obsolete pharyngeal nerve,""
UBERON:0000961,thoracic ganglion,"ganglion of thorax;ganglion thoracicum splanchnicum;thoracic paravertebral ganglion;thoracic splanchnic ganglion;thoracic sympathetic ganglion;thorax ganglion"
UBERON:0000962,nerve of cervical vertebra,"cervical nerve;cervical nerve tree;cervical spinal nerve;nervus cervicalis"
UBERON:0000963,head sensillum,""
UBERON:0000964,cornea,"cornea of camera-type eye;corneas;tunica cornea"
UBERON:0000965,lens of camera-type eye,"camera-type eye lens;crystalline lens;eye lens;lens;lens crystallina;lenses;ocular lens"
UBERON:0000966,retina,"inner layer of eyeball;Netzhaut;retina of camera-type eye;retinas;tunica interna of eyeball"
UBERON:0000967,obsolete adult thoracic sensillum,"arthropod sensillum of thorax;sensillum of thorax;thoracic sensillum;thorax arthropod sensillum;thorax sensillum"
UBERON:0000968,obsolete adult abdominal sensillum,"abdomen arthropod sensillum;abdomen sensillum;abdominal sensillum;arthropod sensillum of abdomen;sensillum of abdomen"
UBERON:0000969,obsolete joint connecting hardened body parts,""
UBERON:0000970,eye,"light-detecting organ;visual apparatus"
UBERON:0000971,ommatidium,"omatidia;omatidium"
UBERON:0000972,antenna,"feeler"
UBERON:0000973,obsolete labrum,""
UBERON:0000974,neck,"collum;neck (volume)"
UBERON:0000975,sternum,"breastbone;vertebrate sternum"
UBERON:0000976,humerus,"humeri;humerus bone;mesomere 1 of pectoral appendage;proximal metapterygial mesomere of pectoral appendage;proximal metapterygial mesomere of pectoral fin"
UBERON:0000977,pleura,"pleura;pleural tissue;wall of pleural sac"
UBERON:0000978,leg,"lower extremity;tetrapod leg"
UBERON:0000979,tibia,"shankbone;shinbone"
UBERON:0000980,trochanter,"femoral trochanter;trochanter of femur"
UBERON:0000981,femur,"femoral bone;mesomere 1 of pevlic appendage;os femorale;os femoris;os longissimum;proximal metapterygial mesomere of pelvic appendage;proximal metapterygial mesomere of pelvic fin;thigh bone"
UBERON:0000982,skeletal joint,"articular joint;articulation;joint;joints"
UBERON:0000983,metatarsus region,"hind metapodium;hindlimb cannon region;hindlimb equine cannon region;metatarsal part of foot;metatarsal region;metatarsus;regio metatarsalis"
UBERON:0000984,imaginal disc-derived wing,"adult mesothoracic wing;adult metathoracic wing;thoracic wing;thorax wing;wing;wing of thorax"
UBERON:0000985,axillary vein,"subcostal vein;vena axillaris"
UBERON:0000987,haltere,"balancer organ"
UBERON:0000988,pons,"pons cerebri;pons of Varolius;pons Varolii"
UBERON:0000989,penis,"penes;phallus"
UBERON:0000990,reproductive system,"animal reproductive system;genital system;genital tract;genitalia;Geschlechtsorgan;organa genitalia;reproductive tissue;reproductive tract;systemata genitalia"
UBERON:0000991,gonad,"gonada;gonads"
UBERON:0000992,ovary,"animal ovary;female gonad;female organism genitalia gonad;female organism genitalia gonada;female organism reproductive system gonad;female organism reproductive system gonada;female reproductive system gonad;female reproductive system gonada;genitalia of female organism gonad;genitalia of female organism gonada;gonad of female organism genitalia;gonad of female organism reproductive system;gonad of female reproductive system;gonad of genitalia of female organism;gonad of reproductive system of female organism;gonada of female organism genitalia;gonada of female organism reproductive system;gonada of female reproductive system;gonada of genitalia of female organism;gonada of reproductive system of female organism;ovaries;ovarium;ovum-producing ovary;reproductive system of female organism gonad;reproductive system of female organism gonada"
